Energie Oppervlakte Links,3152,,Energie Oppervlakte Rechts,3156,,InschakelpiekLinks,3152,,InschakelpiekRechts,3156,,MaxOmloopStroomLinks,3152,,MaxOmloopStroomRechts,3156,,OmloopTijdLinks_Motorstroom,3152,,OmloopTijdRechts_Motorstroom,3156,,OmloopTijdRechts_Relais,3156,,OmloopTijdLinks_Relais,3152,,SectieBezettingTijd,6789,,TijdEindMotorstroomControleLinks,3152,,TijdEindMotorstroomControleRechts,3156,,TijdSturingMotorstroomLinks,3152,,TijdSturingMotorstroomRechts,3156,,UitControleTijd,6320
13/Apr/19 06:29:29.957,5.21416273557909,,12/Apr/19 23:42:26.881,5.52611338701722,,13/Apr/19 06:29:29.957,18.28186,,12/Apr/19 23:42:26.881,17.86438,,13/Apr/19 06:29:29.957,4.26419645039772,,12/Apr/19 23:42:26.881,4.28738109279676,,13/Apr/19 06:29:29.957,1.3500061,,12/Apr/19 23:42:26.881,1.4099884,,12/Apr/19 23:42:26.881,1.451004,,13/Apr/19 06:29:29.957,1.3999939,,06/Apr/19 14:24:10.904,31.0009918,,13/Apr/19 06:29:29.957,0.0269928,,12/Apr/19 23:42:26.881,0.0380096,,13/Apr/19 06:29:29.957,0.022995,,12/Apr/19 23:42:26.881,0.003006,,06/Apr/19 22:35:20.588,1.3500061
13/Apr/19 06:40:26.665,5.13442944200254,,13/Apr/19 00:02:30.187,5.29030250551671,,13/Apr/19 06:40:26.665,18.20221,,13/Apr/19 00:02:30.187,17.8320313,,13/Apr/19 06:40:26.665,4.35970692372805,,13/Apr/19 00:02:30.187,4.32155945040772,,13/Apr/19 06:40:26.665,1.3330078,,13/Apr/19 00:02:30.187,1.3730011,,13/Apr/19 00:02:30.187,1.4000092,,13/Apr/19 06:40:26.665,1.3500061,,06/Apr/19 14:26:43.203,16.7999878,,13/Apr/19 06:40:26.665,0.0169983,,13/Apr/19 00:02:30.187,0.0270081,,13/Apr/19 06:40:26.665,0,,13/Apr/19 00:02:30.187,0,,06/Apr/19 22:41:16.997,1.3500061
13/Apr/19 06:56:01.725,5.26321267535287,,13/Apr/19 00:08:20.597,5.38888606900813,,13/Apr/19 06:56:01.725,17.8250122,,13/Apr/19 00:08:20.597,18.0755615,,13/Apr/19 06:56:01.725,4.32340152204683,,13/Apr/19 00:08:20.597,4.23702643118594,,13/Apr/19 06:56:01.725,1.3500061,,13/Apr/19 00:08:20.597,1.3899994,,13/Apr/19 00:08:20.597,1.449997,,13/Apr/19 06:56:01.725,1.3999939,,06/Apr/19 14:37:12.114,15.7510071,,13/Apr/19 06:56:01.725,0.0279999,,13/Apr/19 00:08:20.597,0.0369873,,13/Apr/19 06:56:01.725,0.0219879,,13/Apr/19 00:08:20.597,0.0230103,,06/Apr/19 22:49:01.496,1.3499908
13/Apr/19 07:17:48.185,5.19459255494923,,13/Apr/19 00:39:51.663,5.41348753767416,,13/Apr/19 07:17:48.185,18.2156372,,13/Apr/19 00:39:51.663,17.72461,,13/Apr/19 07:17:48.185,4.26084318383404,,13/Apr/19 00:39:51.663,4.29032696466627,,13/Apr/19 07:17:48.185,1.3399963,,13/Apr/19 00:39:51.663,1.3970032,,13/Apr/19 00:39:51.663,1.4000092,,13/Apr/19 07:17:48.185,1.4000092,,06/Apr/19 14:42:04.114,27.0510101,,13/Apr/19 07:17:48.185,0.0480042,,13/Apr/19 00:39:51.663,0,,13/Apr/19 07:17:48.185,0.0120087,,13/Apr/19 00:39:51.663,0.003006,,06/Apr/19 22:55:29.957,1.3499909
13/Apr/19 07:29:15.941,5.25650593521178,,13/Apr/19 01:56:49.757,4.97506805274619,,13/Apr/19 07:29:15.941,17.98706,,13/Apr/19 01:56:49.757,18.07373,,13/Apr/19 07:29:15.941,4.31973795441068,,13/Apr/19 01:56:49.757,4.2394785242223,,13/Apr/19 07:29:15.941,1.3500061,,13/Apr/19 01:56:49.757,1.322998,,13/Apr/19 01:56:49.757,1.3499908,,13/Apr/19 07:29:15.941,1.4000092,,06/Apr/19 14:51:04.163,26.4980011,,13/Apr/19 07:29:15.941,0.0379944,,13/Apr/19 01:56:49.757,0.0269928,,13/Apr/19 07:29:15.941,0.0120087,,13/Apr/19 01:56:49.757,0,,06/Apr/19 23:02:54.406,1.300003
13/Apr/19 07:35:11.290,5.18558896229652,,13/Apr/19 01:57:13.757,4.96931161590074,,13/Apr/19 07:35:11.290,18.10669,,13/Apr/19 01:57:13.757,18.01117,,13/Apr/19 07:35:11.290,4.29605626830017,,13/Apr/19 01:57:13.757,4.20925944921557,,13/Apr/19 07:35:11.290,1.3399963,,13/Apr/19 01:57:13.757,1.3280029,,13/Apr/19 01:57:13.757,1.3499908,,13/Apr/19 07:35:11.290,1.3500061,,06/Apr/19 14:56:43.974,15.3500061,,13/Apr/19 07:35:11.290,0.0070038,,13/Apr/19 01:57:13.757,0,,13/Apr/19 07:35:11.290,0.003006,,13/Apr/19 01:57:13.757,0.0219879,,06/Apr/19 23:18:15.466,1.3499909
13/Apr/19 07:56:31.758,5.25038567011873,,13/Apr/19 06:26:12.708,5.00073146386564,,13/Apr/19 07:56:31.758,18.1991577,,13/Apr/19 06:26:12.708,18.0102539,,13/Apr/19 07:56:31.758,4.29104779002561,,13/Apr/19 06:26:12.708,4.24906766165558,,13/Apr/19 07:56:31.758,1.3500061,,13/Apr/19 06:26:12.708,1.3320007,,13/Apr/19 06:26:12.708,1.3500061,,13/Apr/19 07:56:31.758,1.4000091,,06/Apr/19 15:06:50.235,32.4609986,,13/Apr/19 07:56:31.758,0.0279999,,13/Apr/19 06:26:12.708,0.0180054,,13/Apr/19 07:56:31.758,0.0220031,,13/Apr/19 06:26:12.708,0,,06/Apr/19 23:21:54.665,1.3000031
13/Apr/19 08:02:20.107,5.24789050371907,,13/Apr/19 06:35:30.307,5.04435006875937,,13/Apr/19 08:02:20.107,18.1225586,,13/Apr/19 06:35:30.307,17.925415,,13/Apr/19 08:02:20.107,4.33182037912185,,13/Apr/19 06:35:30.307,4.26297321669728,,13/Apr/19 08:02:20.107,1.3420105,,13/Apr/19 06:35:30.307,1.3399964,,13/Apr/19 06:35:30.307,1.3500061,,13/Apr/19 08:02:20.107,1.3500061,,06/Apr/19 15:08:56.584,10.9490051,,13/Apr/19 08:02:20.107,0.0079956,,13/Apr/19 06:35:30.307,0.0079956,,13/Apr/19 08:02:20.107,0,,13/Apr/19 06:35:30.307,0.0020141,,06/Apr/19 23:24:36.876,1.3500061
13/Apr/19 08:14:21.917,5.15802800942357,,13/Apr/19 06:49:05.214,5.00925203114685,,13/Apr/19 08:14:21.917,18.31543,,13/Apr/19 06:49:05.214,18.1359863,,13/Apr/19 08:14:21.917,4.28463385376811,,13/Apr/19 06:49:05.214,4.22909748761262,,13/Apr/19 08:14:21.917,1.3330078,,13/Apr/19 06:49:05.214,1.3300019,,13/Apr/19 06:49:05.214,1.3499909,,13/Apr/19 08:14:21.917,1.3500061,,06/Apr/19 15:21:18.784,28.9000092,,13/Apr/19 08:14:21.917,0.0169983,,13/Apr/19 06:49:05.214,0.0179901,,13/Apr/19 08:14:21.917,0,,13/Apr/19 06:49:05.214,0.0019989,,06/Apr/19 23:33:53.475,1.3000031
13/Apr/19 08:30:13.974,5.15441176494512,,13/Apr/19 07:00:36.974,5.05370538226343,,13/Apr/19 08:30:13.974,18.1518555,,13/Apr/19 07:00:36.974,17.9705811,,13/Apr/19 08:30:13.974,4.30782952541508,,13/Apr/19 07:00:36.974,4.25747759413809,,13/Apr/19 08:30:13.974,1.3329926,,13/Apr/19 07:00:36.974,1.3370056,,13/Apr/19 07:00:36.974,1.3500061,,13/Apr/19 08:30:13.974,1.3500061,,06/Apr/19 15:25:40.145,20.3509979,,13/Apr/19 08:30:13.974,0.0170135,,13/Apr/19 07:00:36.974,0,,13/Apr/19 08:30:13.974,0,,13/Apr/19 07:00:36.974,0.0130005,,06/Apr/19 23:46:06.282,1.3000031
13/Apr/19 08:38:23.523,5.04527095797339,,13/Apr/19 07:26:08.691,5.04404196555596,,13/Apr/19 08:38:23.523,18.2254028,,13/Apr/19 07:26:08.691,18.0303955,,13/Apr/19 08:38:23.523,4.28483054397235,,13/Apr/19 07:26:08.691,4.25442494815181,,13/Apr/19 08:38:23.523,1.322998,,13/Apr/19 07:26:08.691,1.3399964,,13/Apr/19 07:26:08.691,1.3500061,,13/Apr/19 08:38:23.523,1.3500061,,06/Apr/19 15:28:05.844,27.5,,13/Apr/19 08:38:23.523,0.0270081,,13/Apr/19 07:26:08.691,0.0070038,,13/Apr/19 08:38:23.523,0,,13/Apr/19 07:26:08.691,0.0030059,,06/Apr/19 23:57:12.038,1.3500061
13/Apr/19 08:56:08.742,5.19318017601784,,13/Apr/19 07:32:41.140,4.8964616134088,,13/Apr/19 08:56:08.742,18.3453369,,13/Apr/19 07:32:41.140,17.651062,,13/Apr/19 08:56:08.742,4.27182571059153,,13/Apr/19 07:32:41.140,4.2556558735036,,13/Apr/19 08:56:08.742,1.3399963,,13/Apr/19 07:32:41.140,1.322998,,13/Apr/19 07:32:41.140,1.3500061,,13/Apr/19 08:56:08.742,1.3999939,,06/Apr/19 15:35:33.194,22.7489929,,13/Apr/19 08:56:08.742,0.0480041,,13/Apr/19 07:32:41.140,0.0270081,,13/Apr/19 08:56:08.742,0.0119935,,13/Apr/19 07:32:41.140,0,,07/Apr/19 00:05:53.637,1.3500061
13/Apr/19 09:09:31.600,4.95850571099986,,13/Apr/19 07:46:31.048,5.02897536543891,,13/Apr/19 09:09:31.600,18.2318115,,13/Apr/19 07:46:31.048,17.6443481,,13/Apr/19 09:09:31.600,4.31912062201343,,13/Apr/19 07:46:31.048,4.26602104384662,,13/Apr/19 09:09:31.600,1.3120117,,13/Apr/19 07:46:31.048,1.3399963,,13/Apr/19 07:46:31.048,1.3499908,,13/Apr/19 09:09:31.600,1.3500061,,06/Apr/19 15:37:22.955,15.199997,,13/Apr/19 09:09:31.600,0.0379944,,13/Apr/19 07:46:31.048,0.0070038,,13/Apr/19 09:09:31.600,0,,13/Apr/19 07:46:31.048,0.0029907,,07/Apr/19 00:31:19.307,1.3000031
13/Apr/19 09:20:10.299,5.14724259228822,,13/Apr/19 08:00:01.957,5.01612205488979,,13/Apr/19 09:20:10.299,17.79663,,13/Apr/19 08:00:01.957,18.1442261,,13/Apr/19 09:20:10.299,4.31515199824022,,13/Apr/19 08:00:01.957,4.24387409258527,,13/Apr/19 09:20:10.299,1.3320007,,13/Apr/19 08:00:01.957,1.3329926,,13/Apr/19 08:00:01.957,1.3499909,,13/Apr/19 09:20:10.299,1.3500061,,06/Apr/19 15:51:26.855,25.1999969,,13/Apr/19 09:20:10.299,0.0180054,,13/Apr/19 08:00:01.957,0.0169983,,13/Apr/19 09:20:10.299,0,,13/Apr/19 08:00:01.957,0,,07/Apr/19 01:02:35.423,1.3499908
13/Apr/19 09:29:12.908,5.05542191988465,,13/Apr/19 08:09:09.567,4.96022905523144,,13/Apr/19 09:29:12.908,18.1030273,,13/Apr/19 08:09:09.567,18.06366,,13/Apr/19 09:29:12.908,4.35970958521794,,13/Apr/19 08:09:09.567,4.22836480922696,,13/Apr/19 09:29:12.908,1.3219909,,13/Apr/19 08:09:09.567,1.3229981,,13/Apr/19 08:09:09.567,1.3499909,,13/Apr/19 09:29:12.908,1.3499908,,06/Apr/19 15:54:15.215,51.6009979,,13/Apr/19 09:29:12.908,0.0279999,,13/Apr/19 08:09:09.567,0.0269928,,13/Apr/19 09:29:12.908,0,,13/Apr/19 08:09:09.567,0,,07/Apr/19 01:07:49.722,1.2999878
13/Apr/19 09:38:09.507,4.8757188047203,,13/Apr/19 08:16:52.067,5.03979005724333,,13/Apr/19 09:38:09.507,18.1176758,,13/Apr/19 08:16:52.067,18.03894,,13/Apr/19 09:38:09.507,4.33133612785598,,13/Apr/19 08:16:52.067,4.25167592084018,,13/Apr/19 09:38:09.507,1.3119964,,13/Apr/19 08:16:52.067,1.3399964,,13/Apr/19 08:16:52.067,1.3499909,,13/Apr/19 09:38:09.507,1.3499908,,06/Apr/19 15:57:15.715,23.251007,,13/Apr/19 09:38:09.507,0.0379944,,13/Apr/19 08:16:52.067,0.0079956,,13/Apr/19 09:38:09.507,0,,13/Apr/19 08:16:52.067,0.0019989,,07/Apr/19 01:28:31.138,1.3499908
13/Apr/19 09:56:03.724,5.11858129135525,,13/Apr/19 08:35:14.274,5.03633993367587,,13/Apr/19 09:56:03.724,18.1832886,,13/Apr/19 08:35:14.274,18.1402588,,13/Apr/19 09:56:03.724,4.2664998768349,,13/Apr/19 08:35:14.274,4.21719210081545,,13/Apr/19 09:56:03.724,1.3300018,,13/Apr/19 08:35:14.274,1.3379974,,13/Apr/19 08:35:14.274,1.3499908,,13/Apr/19 09:56:03.724,1.4000091,,06/Apr/19 16:04:48.165,29.949997,,13/Apr/19 09:56:03.724,0.0480041,,13/Apr/19 08:35:14.274,0,,13/Apr/19 09:56:03.724,0.0220032,,13/Apr/19 08:35:14.274,0.0119934,,07/Apr/19 05:05:26.607,1.3500061
13/Apr/19 10:03:13.173,5.04712153032309,,13/Apr/19 08:42:59.832,5.06619925211723,,13/Apr/19 10:03:13.173,18.0877686,,13/Apr/19 08:42:59.832,17.6828,,13/Apr/19 10:03:13.173,4.24375121914643,,13/Apr/19 08:42:59.832,4.29013351232632,,13/Apr/19 10:03:13.173,1.3219909,,13/Apr/19 08:42:59.832,1.3399963,,13/Apr/19 08:42:59.832,1.3999939,,13/Apr/19 10:03:13.173,1.3499908,,06/Apr/19 16:07:42.376,9.6999969,,13/Apr/19 10:03:13.173,0.0279999,,13/Apr/19 08:42:59.832,0.0379944,,13/Apr/19 10:03:13.173,0,,13/Apr/19 08:42:59.832,0.0220032,,07/Apr/19 06:05:24.591,1.3499909
13/Apr/19 10:13:35.886,4.90103525247646,,13/Apr/19 09:05:41.340,5.03434583480266,,13/Apr/19 10:13:35.886,18.16925,,13/Apr/19 09:05:41.340,17.8512573,,13/Apr/19 10:13:35.886,4.36062335710494,,13/Apr/19 09:05:41.340,4.30355837813942,,13/Apr/19 10:13:35.886,1.3130035,,13/Apr/19 09:05:41.340,1.3399964,,13/Apr/19 09:05:41.340,1.4000091,,13/Apr/19 10:13:35.886,1.3499908,,06/Apr/19 16:21:51.134,29.5579986,,13/Apr/19 10:13:35.886,0.0369873,,13/Apr/19 09:05:41.340,0.0370025,,13/Apr/19 10:13:35.886,0,,13/Apr/19 09:05:41.340,0.0230102,,07/Apr/19 06:08:21.790,1.3500061
13/Apr/19 10:21:20.385,5.0312738095249,,13/Apr/19 09:17:23.099,4.96053751971834,,13/Apr/19 10:21:20.385,17.81311,,13/Apr/19 09:17:23.099,17.9019165,,13/Apr/19 10:21:20.385,4.30936224373358,,13/Apr/19 09:17:23.099,4.23107565312647,,13/Apr/19 10:21:20.385,1.3220062,,13/Apr/19 09:17:23.099,1.3300019,,13/Apr/19 09:17:23.099,1.3500061,,13/Apr/19 10:21:20.385,1.3500061,,06/Apr/19 16:25:13.536,22.5500031,,13/Apr/19 10:21:20.385,0.0279999,,13/Apr/19 09:17:23.099,0.0180053,,13/Apr/19 10:21:20.385,0,,13/Apr/19 09:17:23.099,0.0019989,,07/Apr/19 06:35:16.558,1.3000031
13/Apr/19 10:30:55.041,5.19695832669075,,13/Apr/19 09:23:36.498,5.03800809411005,,13/Apr/19 10:30:55.041,18.0352783,,13/Apr/19 09:23:36.498,17.890625,,13/Apr/19 10:30:55.041,4.3506899640221,,13/Apr/19 09:23:36.498,4.32064179389604,,13/Apr/19 10:30:55.041,1.3399963,,13/Apr/19 09:23:36.498,1.3400116,,13/Apr/19 09:23:36.498,1.3499908,,13/Apr/19 10:30:55.041,1.3999939,,06/Apr/19 16:29:37.185,17.25,,13/Apr/19 10:30:55.041,0.0469971,,13/Apr/19 09:23:36.498,0.0069885,,13/Apr/19 10:30:55.041,0.0130005,,13/Apr/19 09:23:36.498,0.0029907,,07/Apr/19 06:40:06.907,1.3500061
13/Apr/19 10:36:59.441,5.21825764612399,,13/Apr/19 09:33:21.157,5.05986761838073,,13/Apr/19 10:36:59.441,18.02063,,13/Apr/19 09:33:21.157,17.8363037,,13/Apr/19 10:36:59.441,4.34719667697656,,13/Apr/19 09:33:21.157,4.29654029273512,,13/Apr/19 10:36:59.441,1.3399963,,13/Apr/19 09:33:21.157,1.3399963,,13/Apr/19 09:33:21.157,1.3500061,,13/Apr/19 10:36:59.441,1.4000092,,06/Apr/19 16:36:00.684,20.348999,,13/Apr/19 10:36:59.441,0.0480042,,13/Apr/19 09:33:21.157,0.0070038,,13/Apr/19 10:36:59.441,0.0120087,,13/Apr/19 09:33:21.157,0.003006,,07/Apr/19 07:02:55.424,1.3500061
13/Apr/19 10:42:32.801,5.00948750194345,,13/Apr/19 09:42:23.766,5.02481312036234,,13/Apr/19 10:42:32.801,18.1463623,,13/Apr/19 09:42:23.766,18.0056763,,13/Apr/19 10:42:32.801,4.28448946272972,,13/Apr/19 09:42:23.766,4.21001870666747,,13/Apr/19 10:42:32.801,1.322998,,13/Apr/19 09:42:23.766,1.3399963,,13/Apr/19 09:42:23.766,1.348999,,13/Apr/19 10:42:32.801,1.3500061,,06/Apr/19 16:37:48.145,16.5489959,,13/Apr/19 10:42:32.801,0.0270081,,13/Apr/19 09:42:23.766,0.0070038,,13/Apr/19 10:42:32.801,0,,13/Apr/19 09:42:23.766,0.0019989,,07/Apr/19 07:17:46.384,1.3009948
13/Apr/19 10:56:19.710,5.20644829142128,,13/Apr/19 10:00:46.973,5.03718609060928,,13/Apr/19 10:56:19.710,18.1381226,,13/Apr/19 10:00:46.973,17.9669189,,13/Apr/19 10:56:19.710,4.33713198477563,,13/Apr/19 10:00:46.973,4.25930999524198,,13/Apr/19 10:56:19.710,1.3420105,,13/Apr/19 10:00:46.973,1.3370057,,13/Apr/19 10:00:46.973,1.3500062,,13/Apr/19 10:56:19.710,1.3500061,,06/Apr/19 16:50:33.446,24.7000123,,13/Apr/19 10:56:19.710,0.0079956,,13/Apr/19 10:00:46.973,0,,13/Apr/19 10:56:19.710,0,,13/Apr/19 10:00:46.973,0.0130005,,07/Apr/19 07:35:11.540,1.3000031
13/Apr/19 11:04:32.259,5.09451740075644,,13/Apr/19 10:05:58.322,4.96947009990784,,13/Apr/19 11:04:32.259,18.27301,,13/Apr/19 10:05:58.322,18.0203247,,13/Apr/19 11:04:32.259,4.28157851606984,,13/Apr/19 10:05:58.322,4.20286075566562,,13/Apr/19 11:04:32.259,1.321991,,13/Apr/19 10:05:58.322,1.3300018,,13/Apr/19 10:05:58.322,1.3500061,,13/Apr/19 11:04:32.259,1.3499908,,06/Apr/19 16:56:31.455,25.5999909,,13/Apr/19 11:04:32.259,0.0279998,,13/Apr/19 10:05:58.322,0.0070038,,13/Apr/19 11:04:32.259,0,,13/Apr/19 10:05:58.322,0.0130005,,07/Apr/19 07:53:26.749,1.300003
13/Apr/19 11:18:54.216,5.02603608216072,,13/Apr/19 10:18:03.136,5.00911794170519,,13/Apr/19 11:18:54.216,18.0593872,,13/Apr/19 10:18:03.136,17.6617432,,13/Apr/19 11:18:54.216,4.31259524937561,,13/Apr/19 10:18:03.136,4.27090644218786,,13/Apr/19 11:18:54.216,1.321991,,13/Apr/19 10:18:03.136,1.3300018,,13/Apr/19 10:18:03.136,1.3499908,,13/Apr/19 11:18:54.216,1.3499909,,06/Apr/19 17:04:38.555,21.8000031,,13/Apr/19 11:18:54.216,0.0279999,,13/Apr/19 10:18:03.136,0.0179901,,13/Apr/19 11:18:54.216,0,,13/Apr/19 10:18:03.136,0.0019989,,07/Apr/19 08:02:39.409,1.3500061
13/Apr/19 11:26:34.725,5.19460249242672,,13/Apr/19 10:26:07.692,4.94692792793638,,13/Apr/19 11:26:34.725,18.0410767,,13/Apr/19 10:26:07.692,18.0004883,,13/Apr/19 11:26:34.725,4.35055581687763,,13/Apr/19 10:26:07.692,4.22666482037811,,13/Apr/19 11:26:34.725,1.3330078,,13/Apr/19 10:26:07.692,1.321991,,13/Apr/19 10:26:07.692,1.3499909,,13/Apr/19 11:26:34.725,1.3500061,,06/Apr/19 17:07:59.167,18.449997,,13/Apr/19 11:26:34.725,0.0169983,,13/Apr/19 10:26:07.692,0.0279999,,13/Apr/19 11:26:34.725,0,,13/Apr/19 10:26:07.692,0,,07/Apr/19 08:05:22.558,1.3000031
13/Apr/19 11:32:00.074,5.19853499758024,,13/Apr/19 10:34:30.241,4.95844825316371,,13/Apr/19 11:32:00.074,18.2751465,,13/Apr/19 10:34:30.241,17.61261,,13/Apr/19 11:32:00.074,4.27762609920456,,13/Apr/19 10:34:30.241,4.26602698148046,,13/Apr/19 11:32:00.074,1.3399963,,13/Apr/19 10:34:30.241,1.3220062,,13/Apr/19 10:34:30.241,1.3500061,,13/Apr/19 11:32:00.074,1.3499909,,06/Apr/19 17:20:13.119,21.7509918,,13/Apr/19 11:32:00.074,0.0070038,,13/Apr/19 10:34:30.241,0.0279999,,13/Apr/19 11:32:00.074,0.0029908,,13/Apr/19 10:34:30.241,0,,07/Apr/19 08:24:04.816,1.3500061
13/Apr/19 11:37:17.424,5.20998197345033,,13/Apr/19 10:40:21.651,5.04921228035621,,13/Apr/19 11:37:17.424,18.11676,,13/Apr/19 10:40:21.651,17.8262329,,13/Apr/19 11:37:17.424,4.27610188244174,,13/Apr/19 10:40:21.651,4.29775493913402,,13/Apr/19 11:37:17.424,1.3399963,,13/Apr/19 10:40:21.651,1.3400116,,13/Apr/19 10:40:21.651,1.3999939,,13/Apr/19 11:37:17.424,1.3509979,,06/Apr/19 17:23:12.827,26.4000092,,13/Apr/19 11:37:17.424,0.0080109,,13/Apr/19 10:40:21.651,0.0369873,,13/Apr/19 11:37:17.424,0.0029907,,13/Apr/19 10:40:21.651,0.022995,,07/Apr/19 08:32:41.376,1.300003
13/Apr/19 11:49:22.234,5.16032626148522,,13/Apr/19 10:49:26.250,5.06439479609873,,13/Apr/19 11:49:22.234,18.0932617,,13/Apr/19 10:49:26.250,17.9467773,,13/Apr/19 11:49:22.234,4.29257560863655,,13/Apr/19 10:49:26.250,4.28800037705578,,13/Apr/19 11:49:22.234,1.3300019,,13/Apr/19 10:49:26.250,1.3400116,,13/Apr/19 10:49:26.250,1.3999939,,13/Apr/19 11:49:22.234,1.3500061,,06/Apr/19 17:27:18.977,11.3990021,,13/Apr/19 11:49:22.234,0.0180053,,13/Apr/19 10:49:26.250,0.0369874,,13/Apr/19 11:49:22.234,0.0019989,,13/Apr/19 10:49:26.250,0.0229949,,07/Apr/19 08:35:32.575,1.3500061
13/Apr/19 12:01:10.043,4.92039159913259,,13/Apr/19 11:00:45.009,5.0153309006509,,13/Apr/19 12:01:10.043,18.1228638,,13/Apr/19 11:00:45.009,17.9476929,,13/Apr/19 12:01:10.043,4.36092643359848,,13/Apr/19 11:00:45.009,4.26632154558762,,13/Apr/19 12:01:10.043,1.3130035,,13/Apr/19 11:00:45.009,1.3300019,,13/Apr/19 11:00:45.009,1.3999939,,13/Apr/19 12:01:10.043,1.3500061,,06/Apr/19 17:34:59.277,28.8480072,,13/Apr/19 12:01:10.043,0.0370026,,13/Apr/19 11:00:45.009,0.046997,,13/Apr/19 12:01:10.043,0,,13/Apr/19 11:00:45.009,0.022995,,07/Apr/19 08:39:03.825,1.3500061
13/Apr/19 12:05:57.342,5.19182660559939,,13/Apr/19 11:06:48.409,5.00345851726986,,13/Apr/19 12:05:57.342,17.94342,,13/Apr/19 11:06:48.409,17.7459717,,13/Apr/19 12:05:57.342,4.34871991597178,,13/Apr/19 11:06:48.409,4.26987987937461,,13/Apr/19 12:05:57.342,1.3330079,,13/Apr/19 11:06:48.409,1.3300018,,13/Apr/19 11:06:48.409,1.4000092,,13/Apr/19 12:05:57.342,1.3500061,,06/Apr/19 17:37:10.428,10.8999939,,13/Apr/19 12:05:57.342,0.0169982,,13/Apr/19 11:06:48.409,0.0480042,,13/Apr/19 12:05:57.342,0,,13/Apr/19 11:06:48.409,0.0220032,,07/Apr/19 08:48:56.483,1.3499909
13/Apr/19 12:19:08.250,5.14054542167662,,13/Apr/19 11:22:30.416,5.00371031058796,,13/Apr/19 12:19:08.250,18.303833,,13/Apr/19 11:22:30.416,17.6443481,,13/Apr/19 12:19:08.250,4.23703618357046,,13/Apr/19 11:22:30.416,4.27914251137126,,13/Apr/19 12:19:08.250,1.3300019,,13/Apr/19 11:22:30.416,1.3300018,,13/Apr/19 11:22:30.416,1.3509979,,13/Apr/19 12:19:08.250,1.3999939,,06/Apr/19 17:40:14.638,30.0479889,,13/Apr/19 12:19:08.250,0.0469971,,13/Apr/19 11:22:30.416,0.0079956,,13/Apr/19 12:19:08.250,0.0229949,,13/Apr/19 11:22:30.416,0.0130005,,07/Apr/19 08:55:54.932,1.3500061
13/Apr/19 12:26:06.711,4.95828458094442,,13/Apr/19 11:28:49.875,4.85999366256493,,13/Apr/19 12:26:06.711,18.1286621,,13/Apr/19 11:28:49.875,17.8710938,,13/Apr/19 12:26:06.711,4.25839974496973,,13/Apr/19 11:28:49.875,4.2638868461169,,13/Apr/19 12:26:06.711,1.3220063,,13/Apr/19 11:28:49.875,1.321991,,13/Apr/19 11:28:49.875,1.3499909,,13/Apr/19 12:26:06.711,1.3500061,,06/Apr/19 17:52:50.297,28.1000061,,13/Apr/19 12:26:06.711,0.0279998,,13/Apr/19 11:28:49.875,0.0279999,,13/Apr/19 12:26:06.711,0,,13/Apr/19 11:28:49.875,0,,07/Apr/19 09:05:04.541,1.3499908
13/Apr/19 12:33:28.210,5.19688333132259,,13/Apr/19 11:34:50.274,4.82691420030611,,13/Apr/19 12:33:28.210,17.7920532,,13/Apr/19 11:34:50.274,18.0062866,,13/Apr/19 12:33:28.210,4.32247436895343,,13/Apr/19 11:34:50.274,4.24802289941857,,13/Apr/19 12:33:28.210,1.3399963,,13/Apr/19 11:34:50.274,1.3130035,,13/Apr/19 11:34:50.274,1.3499908,,13/Apr/19 12:33:28.210,1.3999939,,06/Apr/19 17:59:03.998,27.0499877,,13/Apr/19 12:33:28.210,0.0469971,,13/Apr/19 11:34:50.274,0.0369873,,13/Apr/19 12:33:28.210,0.0130005,,13/Apr/19 11:34:50.274,0,,07/Apr/19 09:17:56.398,1.298996
13/Apr/19 12:43:16.869,5.20792633295952,,13/Apr/19 11:42:35.785,4.90475926849374,,13/Apr/19 12:43:16.869,17.8796387,,13/Apr/19 11:42:35.785,17.911377,,13/Apr/19 12:43:16.869,4.29593322008392,,13/Apr/19 11:42:35.785,4.23428185343939,,13/Apr/19 12:43:16.869,1.3399964,,13/Apr/19 11:42:35.785,1.3219909,,13/Apr/19 11:42:35.785,1.3499908,,13/Apr/19 12:43:16.869,1.3999939,,06/Apr/19 18:05:16.448,21.0989991,,13/Apr/19 12:43:16.869,0.046997,,13/Apr/19 11:42:35.785,0.0279999,,13/Apr/19 12:43:16.869,0.0130005,,13/Apr/19 11:42:35.785,0,,07/Apr/19 09:21:36.648,1.3500061
13/Apr/19 12:56:11.725,5.14081750815609,,13/Apr/19 11:58:17.843,4.83557704763187,,13/Apr/19 12:56:11.725,18.237915,,13/Apr/19 11:58:17.843,17.67517,,13/Apr/19 12:56:11.725,4.25642229001838,,13/Apr/19 11:58:17.843,4.28250169136047,,13/Apr/19 12:56:11.725,1.3300018,,13/Apr/19 11:58:17.843,1.3130036,,13/Apr/19 11:58:17.843,1.3499909,,13/Apr/19 12:56:11.725,1.3999939,,06/Apr/19 18:07:42.508,16.3480072,,13/Apr/19 12:56:11.725,0.0469971,,13/Apr/19 11:58:17.843,0.0369873,,13/Apr/19 12:56:11.725,0.022995,,13/Apr/19 11:58:17.843,0,,07/Apr/19 09:23:57.798,1.3499908
