Energie Oppervlakte Links,3152,,Energie Oppervlakte Rechts,3156,,InschakelpiekLinks,3152,,InschakelpiekRechts,3156,,MaxOmloopStroomLinks,3152,,MaxOmloopStroomRechts,3156,,OmloopTijdLinks_Motorstroom,3152,,OmloopTijdRechts_Motorstroom,3156,,OmloopTijdRechts_Relais,3156,,OmloopTijdLinks_Relais,3152,,SectieBezettingTijd,6789,,TijdEindMotorstroomControleLinks,3152,,TijdEindMotorstroomControleRechts,3156,,TijdSturingMotorstroomLinks,3152,,TijdSturingMotorstroomRechts,3156,,UitControleTijd,6320
23/Apr/19 16:02:32.894,4.97713968323935,,23/Apr/19 14:21:46.132,4.94278919857143,,23/Apr/19 16:02:32.894,17.8942871,,23/Apr/19 14:21:46.132,17.4731445,,23/Apr/19 16:02:32.894,4.20131965248057,,23/Apr/19 14:21:46.132,4.27353044699155,,23/Apr/19 16:02:32.894,1.3099975,,23/Apr/19 14:21:46.132,1.3199921,,23/Apr/19 14:21:46.132,1.3499908,,23/Apr/19 16:02:32.894,1.3500061,,12/Apr/19 10:40:59.416,40.4989929,,23/Apr/19 16:02:32.894,0.0370026,,23/Apr/19 14:21:46.132,0.0070037,,23/Apr/19 16:02:32.894,0.003006,,23/Apr/19 14:21:46.132,0.022995,,12/Apr/19 22:18:26.228,1.300003
23/Apr/19 16:06:29.144,5.01593030266224,,23/Apr/19 14:29:23.631,4.77792676925397,,23/Apr/19 16:06:29.144,18.0734253,,23/Apr/19 14:29:23.631,17.61444,,23/Apr/19 16:06:29.144,4.20528828824634,,23/Apr/19 14:29:23.631,4.24710687148045,,23/Apr/19 16:06:29.144,1.319992,,23/Apr/19 14:29:23.631,1.300003,,23/Apr/19 14:29:23.631,1.300003,,23/Apr/19 16:06:29.144,1.3500061,,12/Apr/19 10:47:43.325,16.4500122,,23/Apr/19 16:06:29.144,0.0180054,,23/Apr/19 14:29:23.631,0,,23/Apr/19 16:06:29.144,0.0120087,,23/Apr/19 14:29:23.631,0,,12/Apr/19 22:21:25.440,1.2999878
23/Apr/19 16:14:34.693,4.9989609254648,,23/Apr/19 14:36:08.090,4.95248839250269,,23/Apr/19 16:14:34.693,17.9589844,,23/Apr/19 14:36:08.090,17.7142334,,23/Apr/19 16:14:34.693,4.22208023968183,,23/Apr/19 14:36:08.090,4.2562557558111,,23/Apr/19 16:14:34.693,1.3100128,,23/Apr/19 14:36:08.090,1.3200074,,23/Apr/19 14:36:08.090,1.3500061,,23/Apr/19 16:14:34.693,1.3500061,,12/Apr/19 10:51:08.825,30.6990052,,23/Apr/19 16:14:34.693,0.0379944,,23/Apr/19 14:36:08.090,0.0070037,,23/Apr/19 16:14:34.693,0.0019989,,23/Apr/19 14:36:08.090,0.022995,,12/Apr/19 22:24:59.689,1.3000031
23/Apr/19 16:31:16.815,5.03466278291735,,23/Apr/19 14:56:25.449,4.87752947961625,,23/Apr/19 16:31:16.815,17.689209,,23/Apr/19 14:56:25.449,17.89215,,23/Apr/19 16:31:16.815,4.27048055702292,,23/Apr/19 14:56:25.449,4.20255510669531,,23/Apr/19 16:31:16.815,1.3130036,,23/Apr/19 14:56:25.449,1.3099976,,23/Apr/19 14:56:25.449,1.3499909,,23/Apr/19 16:31:16.815,1.3499909,,12/Apr/19 11:05:00.138,40.0499878,,23/Apr/19 16:31:16.815,0.0369873,,23/Apr/19 14:56:25.449,0.0169983,,23/Apr/19 16:31:16.815,0,,23/Apr/19 14:56:25.449,0.022995,,12/Apr/19 22:31:31.138,1.2989959
23/Apr/19 16:43:26.614,4.99863575609149,,23/Apr/19 15:02:04.859,4.92006430118103,,23/Apr/19 16:43:26.614,17.7005,,23/Apr/19 15:02:04.859,17.3486328,,23/Apr/19 16:43:26.614,4.27412158601517,,23/Apr/19 15:02:04.859,4.25309744113959,,23/Apr/19 16:43:26.614,1.3099976,,23/Apr/19 15:02:04.859,1.3120118,,23/Apr/19 15:02:04.859,1.3500061,,23/Apr/19 16:43:26.614,1.3500061,,12/Apr/19 11:08:26.438,22.8000031,,23/Apr/19 16:43:26.614,0.0380096,,23/Apr/19 15:02:04.859,0.0379943,,23/Apr/19 16:43:26.614,0.0019989,,23/Apr/19 15:02:04.859,0,,12/Apr/19 22:34:21.288,1.25
23/Apr/19 16:47:49.874,4.93649342040291,,23/Apr/19 15:14:45.657,4.82094188520843,,23/Apr/19 16:47:49.874,17.4584961,,23/Apr/19 15:14:45.657,17.6104736,,23/Apr/19 16:47:49.874,4.24404197427581,,23/Apr/19 15:14:45.657,4.29379430107495,,23/Apr/19 16:47:49.874,1.300003,,23/Apr/19 15:14:45.657,1.3000031,,23/Apr/19 15:14:45.657,1.3000031,,23/Apr/19 16:47:49.874,1.300003,,12/Apr/19 11:11:02.137,18.1000061,,23/Apr/19 16:47:49.874,0,,23/Apr/19 15:14:45.657,0,,23/Apr/19 16:47:49.874,0,,23/Apr/19 15:14:45.657,0,,12/Apr/19 22:36:55.497,1.300003
23/Apr/19 16:54:22.323,4.74589513801516,,23/Apr/19 15:36:13.128,4.87817396279132,,23/Apr/19 16:54:22.323,18.0297852,,23/Apr/19 15:36:13.128,17.8933716,,23/Apr/19 16:54:22.323,4.1927830242293,,23/Apr/19 15:36:13.128,4.21139651318962,,23/Apr/19 16:54:22.323,1.2830048,,23/Apr/19 15:36:13.128,1.3099975,,23/Apr/19 15:36:13.128,1.3499908,,23/Apr/19 16:54:22.323,1.3000031,,12/Apr/19 11:13:38.938,32.6009979,,23/Apr/19 16:54:22.323,0.0169983,,23/Apr/19 15:36:13.128,0.0379944,,23/Apr/19 16:54:22.323,0,,23/Apr/19 15:36:13.128,0.0019989,,12/Apr/19 22:40:09.696,1.3000031
23/Apr/19 17:07:00.184,4.98865754346126,,23/Apr/19 15:52:14.190,4.88128327828699,,23/Apr/19 17:07:00.184,17.557373,,23/Apr/19 15:52:14.190,17.7896118,,23/Apr/19 17:07:00.184,4.2170465784731,,23/Apr/19 15:52:14.190,4.22757131718915,,23/Apr/19 17:07:00.184,1.3099975,,23/Apr/19 15:52:14.190,1.3099976,,23/Apr/19 15:52:14.190,1.3499909,,23/Apr/19 17:07:00.184,1.3499909,,12/Apr/19 11:16:14.787,7.798996,,23/Apr/19 17:07:00.184,0.0279999,,23/Apr/19 15:52:14.190,0.0269928,,23/Apr/19 17:07:00.184,0.0119935,,23/Apr/19 15:52:14.190,0.0130005,,12/Apr/19 22:42:35.846,1.3000031
23/Apr/19 17:11:51.483,4.84977101474222,,23/Apr/19 15:58:18.589,4.92966917126573,,23/Apr/19 17:11:51.483,17.5564575,,23/Apr/19 15:58:18.589,17.8509521,,23/Apr/19 17:11:51.483,4.20682312063635,,23/Apr/19 15:58:18.589,4.22543980449247,,23/Apr/19 17:11:51.483,1.2929992,,23/Apr/19 15:58:18.589,1.3199921,,23/Apr/19 15:58:18.589,1.3499909,,23/Apr/19 17:11:51.483,1.2999878,,12/Apr/19 11:23:47.598,44.850998,,23/Apr/19 17:11:51.483,0.0069886,,23/Apr/19 15:58:18.589,0.0169983,,23/Apr/19 17:11:51.483,0,,23/Apr/19 15:58:18.589,0.0130005,,12/Apr/19 22:48:01.245,1.300003
23/Apr/19 17:19:08.991,4.9443682400972,,23/Apr/19 16:04:08.994,4.87805381983568,,23/Apr/19 17:19:08.991,17.8433228,,23/Apr/19 16:04:08.994,17.8829956,,23/Apr/19 17:19:08.991,4.23520128231387,,23/Apr/19 16:04:08.994,4.22024671928749,,23/Apr/19 17:19:08.991,1.2999878,,23/Apr/19 16:04:08.994,1.3099976,,23/Apr/19 16:04:08.994,1.3499908,,23/Apr/19 17:19:08.991,1.3500061,,12/Apr/19 11:30:00.047,156.9500122,,23/Apr/19 17:19:08.991,0.0380096,,23/Apr/19 16:04:08.994,0.0379943,,23/Apr/19 17:19:08.991,0.0120087,,23/Apr/19 16:04:08.994,0.0019989,,12/Apr/19 23:03:14.204,1.25
23/Apr/19 17:26:42.490,4.9300706268069,,23/Apr/19 16:11:24.443,4.87949356421947,,23/Apr/19 17:26:42.490,17.612915,,23/Apr/19 16:11:24.443,17.8277588,,23/Apr/19 17:26:42.490,4.23671876646816,,23/Apr/19 16:11:24.443,4.20666202486588,,23/Apr/19 17:26:42.490,1.300003,,23/Apr/19 16:11:24.443,1.3099976,,23/Apr/19 16:11:24.443,1.3500061,,23/Apr/19 17:26:42.490,1.3499908,,12/Apr/19 11:31:53.606,15.548996,,23/Apr/19 17:26:42.490,0.0269928,,23/Apr/19 16:11:24.443,0.0070038,,23/Apr/19 17:26:42.490,0.022995,,23/Apr/19 16:11:24.443,0.0330047,,12/Apr/19 23:05:30.414,1.3009949
23/Apr/19 17:33:35.951,4.94276127467386,,23/Apr/19 16:19:44.006,4.95725692143318,,23/Apr/19 17:33:35.951,17.7197266,,23/Apr/19 16:19:44.006,17.71759,,23/Apr/19 17:33:35.951,4.24756581353407,,23/Apr/19 16:19:44.006,4.31454050321685,,23/Apr/19 17:33:35.951,1.3000031,,23/Apr/19 16:19:44.006,1.319992,,23/Apr/19 16:19:44.006,1.3500061,,23/Apr/19 17:33:35.951,1.3499909,,12/Apr/19 11:35:56.356,31.5,,23/Apr/19 17:33:35.951,0.0269928,,23/Apr/19 16:19:44.006,0.0080109,,23/Apr/19 17:33:35.951,0.022995,,23/Apr/19 16:19:44.006,0.0220032,,12/Apr/19 23:10:34.713,1.300003
23/Apr/19 17:42:06.500,4.79622154045169,,23/Apr/19 16:28:24.605,4.83344294483454,,23/Apr/19 17:42:06.500,17.6794434,,23/Apr/19 16:28:24.605,17.6287842,,23/Apr/19 17:42:06.500,4.21902532333313,,23/Apr/19 16:28:24.605,4.26632694095111,,23/Apr/19 17:42:06.500,1.2829895,,23/Apr/19 16:28:24.605,1.2999878,,23/Apr/19 16:28:24.605,1.3379974,,23/Apr/19 17:42:06.500,1.2999878,,12/Apr/19 11:41:08.706,33.9479981,,23/Apr/19 17:42:06.500,0.0169983,,23/Apr/19 16:28:24.605,0.0380096,,23/Apr/19 17:42:06.500,0,,23/Apr/19 16:28:24.605,0,,12/Apr/19 23:21:59.523,1.3509979
23/Apr/19 17:54:15.309,4.91392967334086,,23/Apr/19 16:35:05.015,4.81050075802409,,23/Apr/19 17:54:15.309,17.5753784,,23/Apr/19 16:35:05.015,17.8140259,,23/Apr/19 17:54:15.309,4.217499547272,,23/Apr/19 16:35:05.015,4.23458403207764,,23/Apr/19 17:54:15.309,1.2929993,,23/Apr/19 16:35:05.015,1.3000031,,23/Apr/19 16:35:05.015,1.3000031,,23/Apr/19 17:54:15.309,1.3000031,,12/Apr/19 11:44:36.757,11.2009887,,23/Apr/19 17:54:15.309,0.0070038,,23/Apr/19 16:35:05.015,0,,23/Apr/19 17:54:15.309,0,,23/Apr/19 16:35:05.015,0,,12/Apr/19 23:26:27.772,1.300003
23/Apr/19 18:01:32.820,4.97393083615475,,23/Apr/19 16:45:30.714,4.63969629734305,,23/Apr/19 18:01:32.820,18.0273438,,23/Apr/19 16:45:30.714,17.8869629,,23/Apr/19 18:01:32.820,4.15799665952274,,23/Apr/19 16:45:30.714,4.22024287779894,,23/Apr/19 18:01:32.820,1.3099976,,23/Apr/19 16:45:30.714,1.2920075,,23/Apr/19 16:45:30.714,1.3000031,,23/Apr/19 18:01:32.820,1.3500061,,12/Apr/19 11:51:00.768,30.3999939,,23/Apr/19 18:01:32.820,0.0180054,,23/Apr/19 16:45:30.714,0.0079956,,23/Apr/19 18:01:32.820,0.0220031,,23/Apr/19 16:45:30.714,0,,12/Apr/19 23:32:29.171,1.3000031
23/Apr/19 18:05:54.119,4.90686786876629,,23/Apr/19 16:50:36.074,4.86222841635069,,23/Apr/19 18:05:54.119,17.9797363,,23/Apr/19 16:50:36.074,17.8060913,,23/Apr/19 18:05:54.119,4.15157721125407,,23/Apr/19 16:50:36.074,4.2278742165436,,23/Apr/19 18:05:54.119,1.2999878,,23/Apr/19 16:50:36.074,1.3100129,,23/Apr/19 16:50:36.074,1.3499909,,23/Apr/19 18:05:54.119,1.3499908,,12/Apr/19 11:57:29.269,13.1000061,,23/Apr/19 18:05:54.119,0.0370025,,23/Apr/19 16:50:36.074,0.0179901,,23/Apr/19 18:05:54.119,0.0130005,,23/Apr/19 16:50:36.074,0.0219879,,12/Apr/19 23:36:44.481,1.2999878
23/Apr/19 18:20:09.079,4.93908373327392,,23/Apr/19 17:03:55.984,4.88220436147252,,23/Apr/19 18:20:09.079,17.5457764,,23/Apr/19 17:03:55.984,17.539978,,23/Apr/19 18:20:09.079,4.22756973439392,,23/Apr/19 17:03:55.984,4.2641879815469,,23/Apr/19 18:20:09.079,1.300003,,23/Apr/19 17:03:55.984,1.3099976,,23/Apr/19 17:03:55.984,1.3500061,,23/Apr/19 18:20:09.079,1.3500061,,12/Apr/19 12:02:08.428,28.1499939,,23/Apr/19 18:20:09.079,0.0480042,,23/Apr/19 17:03:55.984,0.0370025,,23/Apr/19 18:20:09.079,0.0019989,,23/Apr/19 17:03:55.984,0.003006,,12/Apr/19 23:42:26.881,1.3500061
23/Apr/19 18:25:16.378,4.86227592256818,,23/Apr/19 17:15:01.683,4.72766302929116,,23/Apr/19 18:25:16.378,18.0084229,,23/Apr/19 17:15:01.683,17.3757935,,23/Apr/19 18:25:16.378,4.1715704937761,,23/Apr/19 17:15:01.683,4.28725704392575,,23/Apr/19 18:25:16.378,1.2920074,,23/Apr/19 17:15:01.683,1.2919922,,23/Apr/19 17:15:01.683,1.3000031,,23/Apr/19 18:25:16.378,1.300003,,12/Apr/19 12:05:10.929,19.4499969,,23/Apr/19 18:25:16.378,0.0079956,,23/Apr/19 17:15:01.683,0.0080109,,23/Apr/19 18:25:16.378,0,,23/Apr/19 17:15:01.683,0,,12/Apr/19 23:56:26.788,1.3000031
23/Apr/19 18:31:26.787,4.91126498649039,,23/Apr/19 17:22:47.241,4.80531867400682,,23/Apr/19 18:31:26.787,17.5653076,,23/Apr/19 17:22:47.241,17.7005,,23/Apr/19 18:31:26.787,4.21536675264395,,23/Apr/19 17:22:47.241,4.21383169316344,,23/Apr/19 18:31:26.787,1.2919922,,23/Apr/19 17:22:47.241,1.3000031,,23/Apr/19 17:22:47.241,1.3500061,,23/Apr/19 18:31:26.787,1.2999878,,12/Apr/19 12:16:14.278,17.1980133,,23/Apr/19 18:31:26.787,0.0079956,,23/Apr/19 17:22:47.241,0.0480041,,23/Apr/19 18:31:26.787,0,,23/Apr/19 17:22:47.241,0.0019989,,13/Apr/19 00:02:30.187,1.3000031
23/Apr/19 18:35:34.086,4.88031016571742,,23/Apr/19 17:32:10.852,4.88143430279076,,23/Apr/19 18:35:34.086,17.9449463,,23/Apr/19 17:32:10.852,17.3730469,,23/Apr/19 18:35:34.086,4.17537993468943,,23/Apr/19 17:32:10.852,4.26926164737405,,23/Apr/19 18:35:34.086,1.2900086,,23/Apr/19 17:32:10.852,1.3099976,,23/Apr/19 17:32:10.852,1.3499909,,23/Apr/19 18:35:34.086,1.3500061,,12/Apr/19 12:19:49.888,35.6499939,,23/Apr/19 18:35:34.086,0.0370025,,23/Apr/19 17:32:10.852,0.0279999,,23/Apr/19 18:35:34.086,0.022995,,23/Apr/19 17:32:10.852,0.0119934,,13/Apr/19 00:05:20.337,1.25
23/Apr/19 18:45:10.735,4.87452325455968,,23/Apr/19 17:35:51.101,4.84140201630291,,23/Apr/19 18:45:10.735,18.0184937,,23/Apr/19 17:35:51.101,17.7609253,,23/Apr/19 18:45:10.735,4.16592605322867,,23/Apr/19 17:35:51.101,4.26160654994186,,23/Apr/19 18:45:10.735,1.2899933,,23/Apr/19 17:35:51.101,1.3000031,,23/Apr/19 17:35:51.101,1.3500061,,23/Apr/19 18:45:10.735,1.3499909,,12/Apr/19 12:23:17.839,24.2010041,,23/Apr/19 18:45:10.735,0.0469971,,23/Apr/19 17:35:51.101,0.0370025,,23/Apr/19 18:45:10.735,0.0130005,,23/Apr/19 17:35:51.101,0.0130005,,13/Apr/19 00:08:20.597,1.2999878
23/Apr/19 18:56:09.447,4.8741644604657,,23/Apr/19 17:46:47.810,4.75815417804747,,23/Apr/19 18:56:09.447,17.9980469,,23/Apr/19 17:46:47.810,17.744751,,23/Apr/19 18:56:09.447,4.19536374122761,,23/Apr/19 17:46:47.810,4.22574369312122,,23/Apr/19 18:56:09.447,1.2929993,,23/Apr/19 17:46:47.810,1.2919922,,23/Apr/19 17:46:47.810,1.3000031,,23/Apr/19 18:56:09.447,1.3009949,,12/Apr/19 12:27:09.589,16.9510041,,23/Apr/19 18:56:09.447,0.0079956,,23/Apr/19 17:46:47.810,0.0080109,,23/Apr/19 18:56:09.447,0,,23/Apr/19 17:46:47.810,0,,13/Apr/19 00:34:50.354,1.3000031
23/Apr/19 19:02:38.905,4.9221689764849,,23/Apr/19 17:57:55.559,4.88050971560356,,23/Apr/19 19:02:38.905,17.8216553,,23/Apr/19 17:57:55.559,17.4554443,,23/Apr/19 19:02:38.905,4.18759265649087,,23/Apr/19 17:57:55.559,4.28525053366792,,23/Apr/19 19:02:38.905,1.300003,,23/Apr/19 17:57:55.559,1.3099975,,23/Apr/19 17:57:55.559,1.3499909,,23/Apr/19 19:02:38.905,1.3500061,,12/Apr/19 12:31:09.088,16.050003,,23/Apr/19 19:02:38.905,0.0380097,,23/Apr/19 17:57:55.559,0.0180054,,23/Apr/19 19:02:38.905,0.0119934,,23/Apr/19 17:57:55.559,0.021988,,13/Apr/19 00:39:51.663,1.3000031
23/Apr/19 19:10:30.404,4.77263113711317,,23/Apr/19 18:03:17.919,4.66139606714715,,23/Apr/19 19:10:30.404,17.6312256,,23/Apr/19 18:03:17.919,17.8421021,,23/Apr/19 19:10:30.404,4.22787181278437,,23/Apr/19 18:03:17.919,4.20499675573766,,23/Apr/19 19:10:30.404,1.2819976,,23/Apr/19 18:03:17.919,1.2919922,,23/Apr/19 18:03:17.919,1.298996,,23/Apr/19 19:10:30.404,1.300003,,12/Apr/19 12:34:58.798,27.3499908,,23/Apr/19 19:10:30.404,0.0180054,,23/Apr/19 18:03:17.919,0.0070038,,23/Apr/19 19:10:30.404,0,,23/Apr/19 18:03:17.919,0,,13/Apr/19 01:26:58.490,15
23/Apr/19 19:17:30.865,4.92350523677765,,23/Apr/19 18:13:57.618,4.81324329980426,,23/Apr/19 19:17:30.865,17.76184,,23/Apr/19 18:13:57.618,17.88086,,23/Apr/19 19:17:30.865,4.23733481461847,,23/Apr/19 18:13:57.618,4.23000997937866,,23/Apr/19 19:17:30.865,1.2929993,,23/Apr/19 18:13:57.618,1.300003,,23/Apr/19 18:13:57.618,1.300003,,23/Apr/19 19:17:30.865,1.300003,,12/Apr/19 12:37:26.500,16.3519898,,23/Apr/19 19:17:30.865,0.0070037,,23/Apr/19 18:13:57.618,0,,23/Apr/19 19:17:30.865,0,,23/Apr/19 18:13:57.618,0,,13/Apr/19 01:34:19.788,15
23/Apr/19 19:26:14.464,4.67727821970874,,23/Apr/19 18:22:24.178,4.77714581027621,,23/Apr/19 19:26:14.464,17.8729248,,23/Apr/19 18:22:24.178,17.7557373,,23/Apr/19 19:26:14.464,4.16226866007984,,23/Apr/19 18:22:24.178,4.21200945108125,,23/Apr/19 19:26:14.464,1.2730103,,23/Apr/19 18:22:24.178,1.3000031,,23/Apr/19 18:22:24.178,1.3000031,,23/Apr/19 19:26:14.464,1.3000031,,12/Apr/19 12:44:26.398,18.8500061,,23/Apr/19 19:26:14.464,0.0269928,,23/Apr/19 18:22:24.178,0,,23/Apr/19 19:26:14.464,0,,23/Apr/19 18:22:24.178,0,,13/Apr/19 01:40:02.147,15
23/Apr/19 19:45:40.771,4.95068027453863,,23/Apr/19 18:28:04.577,4.80358769161808,,23/Apr/19 19:45:40.771,17.9330444,,23/Apr/19 18:28:04.577,17.7474976,,23/Apr/19 19:45:40.771,4.20942940317369,,23/Apr/19 18:28:04.577,4.21658373426505,,23/Apr/19 19:45:40.771,1.300003,,23/Apr/19 18:28:04.577,1.300003,,23/Apr/19 18:28:04.577,1.3500061,,23/Apr/19 19:45:40.771,1.348999,,12/Apr/19 12:50:02.960,17.449997,,23/Apr/19 19:45:40.771,0.0370026,,23/Apr/19 18:28:04.577,0.0270081,,23/Apr/19 19:45:40.771,0.0119934,,23/Apr/19 18:28:04.577,0.022995,,13/Apr/19 01:44:54.096,15
23/Apr/19 19:56:01.483,4.96434779796059,,23/Apr/19 18:33:19.936,4.86761309856406,,23/Apr/19 19:56:01.483,17.585144,,23/Apr/19 18:33:19.936,17.6260376,,23/Apr/19 19:56:01.483,4.23244774364546,,23/Apr/19 18:33:19.936,4.272437,,23/Apr/19 19:56:01.483,1.3000031,,23/Apr/19 18:33:19.936,1.3099976,,23/Apr/19 18:33:19.936,1.348999,,23/Apr/19 19:56:01.483,1.3499909,,12/Apr/19 12:54:01.760,55.6500091,,23/Apr/19 19:56:01.483,0.0479889,,23/Apr/19 18:33:19.936,0.0269928,,23/Apr/19 19:56:01.483,0.0019989,,23/Apr/19 18:33:19.936,0.0120086,,13/Apr/19 01:56:38.807,1.3000031
23/Apr/19 20:02:33.891,4.7757391454437,,23/Apr/19 18:42:58.586,4.87228182208608,,23/Apr/19 20:02:33.891,17.7362061,,23/Apr/19 18:42:58.586,17.4194336,,23/Apr/19 20:02:33.891,4.23275687936365,,23/Apr/19 18:42:58.586,4.26742238984795,,23/Apr/19 20:02:33.891,1.2830047,,23/Apr/19 18:42:58.586,1.3099976,,23/Apr/19 18:42:58.586,1.3500061,,23/Apr/19 20:02:33.891,1.300003,,12/Apr/19 12:57:01.059,14.048996,,23/Apr/19 20:02:33.891,0.0169983,,23/Apr/19 18:42:58.586,0.0380096,,23/Apr/19 20:02:33.891,0,,23/Apr/19 18:42:58.586,0.0019989,,13/Apr/19 01:56:49.757,1.25
23/Apr/19 20:10:15.390,4.83228140410731,,23/Apr/19 18:49:11.997,4.82133795200299,,23/Apr/19 20:10:15.390,17.8793335,,23/Apr/19 18:49:11.997,17.6553345,,23/Apr/19 20:10:15.390,4.17464122292473,,23/Apr/19 18:49:11.997,4.24556618753014,,23/Apr/19 20:10:15.390,1.2829895,,23/Apr/19 18:49:11.997,1.3000031,,23/Apr/19 18:49:11.997,1.3500061,,23/Apr/19 20:10:15.390,1.3000031,,12/Apr/19 13:01:48.260,22.5480041,,23/Apr/19 20:10:15.390,0.0170136,,23/Apr/19 18:49:11.997,0.0370025,,23/Apr/19 20:10:15.390,0,,23/Apr/19 18:49:11.997,0.0130005,,13/Apr/19 01:57:01.807,1.25
23/Apr/19 20:17:05.852,4.87028562657219,,23/Apr/19 18:58:58.646,4.86910696396149,,23/Apr/19 20:17:05.852,18.0001831,,23/Apr/19 18:58:58.646,17.70111,,23/Apr/19 20:17:05.852,4.20636313348918,,23/Apr/19 18:58:58.646,4.28906875263921,,23/Apr/19 20:17:05.852,1.2929992,,23/Apr/19 18:58:58.646,1.3099975,,23/Apr/19 18:58:58.646,1.3500061,,23/Apr/19 20:17:05.852,1.3009949,,12/Apr/19 13:07:48.170,9.9510041,,23/Apr/19 20:17:05.852,0.0079957,,23/Apr/19 18:58:58.646,0.0270081,,23/Apr/19 20:17:05.852,0,,23/Apr/19 18:58:58.646,0.0130005,,13/Apr/19 01:57:13.757,1.1999969
23/Apr/19 20:26:11.451,4.95412073000664,,23/Apr/19 19:05:25.054,4.73444756622328,,23/Apr/19 20:26:11.451,17.6147461,,23/Apr/19 19:05:25.054,17.5558472,,23/Apr/19 20:26:11.451,4.26357569305488,,23/Apr/19 19:05:25.054,4.27427156640152,,23/Apr/19 20:26:11.451,1.3000031,,23/Apr/19 19:05:25.054,1.2929993,,23/Apr/19 19:05:25.054,1.2999878,,23/Apr/19 20:26:11.451,1.3000031,,12/Apr/19 13:15:11.819,345.8499909,,23/Apr/19 20:26:11.451,0,,23/Apr/19 19:05:25.054,0.0069885,,23/Apr/19 20:26:11.451,0,,23/Apr/19 19:05:25.054,0,,13/Apr/19 06:05:36.340,1.25
23/Apr/19 20:35:12.060,4.85625576218284,,23/Apr/19 19:13:51.653,4.8570557501151,,23/Apr/19 20:35:12.060,17.7838135,,23/Apr/19 19:13:51.653,17.62207,,23/Apr/19 20:35:12.060,4.29195805804392,,23/Apr/19 19:13:51.653,4.24892311753014,,23/Apr/19 20:35:12.060,1.2919922,,23/Apr/19 19:13:51.653,1.3099975,,23/Apr/19 19:13:51.653,1.3500061,,23/Apr/19 20:35:12.060,1.3000031,,12/Apr/19 13:19:31.029,6.4499969,,23/Apr/19 20:35:12.060,0.0080109,,23/Apr/19 19:13:51.653,0.0370026,,23/Apr/19 20:35:12.060,0,,23/Apr/19 19:13:51.653,0.003006,,13/Apr/19 06:26:12.708,1.25
23/Apr/19 20:40:21.410,5.0016512090522,,23/Apr/19 19:21:00.115,4.80053089413835,,23/Apr/19 20:40:21.410,17.82837,,23/Apr/19 19:21:00.115,17.8302,,23/Apr/19 20:40:21.410,4.24008801906789,,23/Apr/19 19:21:00.115,4.21322680458252,,23/Apr/19 20:40:21.410,1.3100128,,23/Apr/19 19:21:00.115,1.3000031,,23/Apr/19 19:21:00.115,1.3499908,,23/Apr/19 20:40:21.410,1.3509979,,12/Apr/19 13:22:36.129,32.5480041,,23/Apr/19 20:40:21.410,0.0179901,,23/Apr/19 19:21:00.115,0.0279998,,23/Apr/19 20:40:21.410,0.022995,,23/Apr/19 19:21:00.115,0.0219879,,13/Apr/19 06:29:29.957,1.25
23/Apr/19 20:58:27.616,4.72713269096178,,23/Apr/19 19:29:31.664,4.6589549555965,,23/Apr/19 20:58:27.616,17.9824829,,23/Apr/19 19:29:31.664,17.8231812,,23/Apr/19 20:58:27.616,4.20925984278547,,23/Apr/19 19:29:31.664,4.20213121967612,,23/Apr/19 20:58:27.616,1.2820129,,23/Apr/19 19:29:31.664,1.2919922,,23/Apr/19 19:29:31.664,1.2999878,,23/Apr/19 20:58:27.616,1.2990112,,12/Apr/19 13:24:58.331,20.600998,,23/Apr/19 20:58:27.616,0.0169983,,23/Apr/19 19:29:31.664,0.0079956,,23/Apr/19 20:58:27.616,0,,23/Apr/19 19:29:31.664,0,,13/Apr/19 06:35:30.307,1.25
23/Apr/19 21:05:33.079,4.91256229530247,,23/Apr/19 19:49:04.984,4.93252024912473,,23/Apr/19 21:05:33.079,17.87445,,23/Apr/19 19:49:04.984,17.3675537,,23/Apr/19 21:05:33.079,4.23672591858867,,23/Apr/19 19:49:04.984,4.28477103112501,,23/Apr/19 21:05:33.079,1.2920075,,23/Apr/19 19:49:04.984,1.3200073,,23/Apr/19 19:49:04.984,1.3509979,,23/Apr/19 21:05:33.079,1.3000031,,12/Apr/19 13:27:40.729,48.4489899,,23/Apr/19 21:05:33.079,0.0079956,,23/Apr/19 19:49:04.984,0.0079956,,23/Apr/19 21:05:33.079,0,,23/Apr/19 19:49:04.984,0.022995,,13/Apr/19 06:40:26.665,1.25
23/Apr/19 21:14:53.728,4.97463614055083,,23/Apr/19 19:59:01.632,4.81112236088873,,23/Apr/19 21:14:53.728,17.6217651,,23/Apr/19 19:59:01.632,17.8329468,,23/Apr/19 21:14:53.728,4.26388879393667,,23/Apr/19 19:59:01.632,4.20041657815491,,23/Apr/19 21:14:53.728,1.2999878,,23/Apr/19 19:59:01.632,1.300003,,23/Apr/19 19:59:01.632,1.300003,,23/Apr/19 21:14:53.728,1.3500061,,12/Apr/19 13:29:49.429,11.0999908,,23/Apr/19 21:14:53.728,0.0380096,,23/Apr/19 19:59:01.632,0,,23/Apr/19 21:14:53.728,0.0120087,,23/Apr/19 19:59:01.632,0,,13/Apr/19 06:49:05.214,1.25
