Sturing Stand,6338,,Controle Stand,12886,,MotorstroomActief,12897,,Sectie Berijding,13578
,,,17/Apr/19 18:00:53.473,Links in controle,,17/Apr/19 17:11:54.821,Motorstroom Actief,,17/Apr/19 07:31:54.203,Geen Berijding
,,,17/Apr/19 18:03:34.372,Uit controle,,17/Apr/19 17:11:56.171,Geen Motorstroom,,17/Apr/19 07:35:11.104,Wel Berijding
,,,17/Apr/19 18:03:35.623,Rechts in controle,,17/Apr/19 17:15:54.091,Motorstroom Actief,,17/Apr/19 07:35:44.453,Geen Berijding
,,,17/Apr/19 18:05:45.522,Uit controle,,17/Apr/19 17:15:55.431,Geen Motorstroom,,17/Apr/19 07:39:06.954,Wel Berijding
,,,17/Apr/19 18:05:46.772,Links in controle,,17/Apr/19 17:18:32.270,Motorstroom Actief,,17/Apr/19 07:39:16.304,Geen Berijding
,,,17/Apr/19 18:11:58.921,Uit controle,,17/Apr/19 17:18:33.620,Geen Motorstroom,,17/Apr/19 07:42:53.864,Wel Berijding
,,,17/Apr/19 18:12:00.171,Rechts in controle,,17/Apr/19 17:29:32.000,Motorstroom Actief,,17/Apr/19 07:43:11.064,Geen Berijding
,,,17/Apr/19 18:16:22.236,Uit controle,,17/Apr/19 17:29:33.340,Geen Motorstroom,,17/Apr/19 07:44:45.064,Wel Berijding
,,,17/Apr/19 18:16:23.536,Links in controle,,17/Apr/19 17:32:15.190,Motorstroom Actief,,17/Apr/19 07:45:08.963,Geen Berijding
,,,17/Apr/19 18:18:41.385,Uit controle,,17/Apr/19 17:32:16.540,Geen Motorstroom,,17/Apr/19 07:50:13.414,Wel Berijding
,,,17/Apr/19 18:18:42.636,Rechts in controle,,17/Apr/19 17:35:20.379,Motorstroom Actief,,17/Apr/19 07:50:41.864,Geen Berijding
,,,17/Apr/19 18:22:35.635,Uit controle,,17/Apr/19 17:35:21.709,Geen Motorstroom,,17/Apr/19 08:01:40.023,Wel Berijding
,,,17/Apr/19 18:22:36.935,Links in controle,,17/Apr/19 17:37:30.529,Motorstroom Actief,,17/Apr/19 08:02:15.624,Geen Berijding
,,,17/Apr/19 18:26:22.885,Uit controle,,17/Apr/19 17:37:31.869,Geen Motorstroom,,17/Apr/19 08:05:02.475,Wel Berijding
,,,17/Apr/19 18:26:24.134,Rechts in controle,,17/Apr/19 17:40:09.699,Motorstroom Actief,,17/Apr/19 08:05:29.874,Geen Berijding
,,,17/Apr/19 18:29:47.143,Uit controle,,17/Apr/19 17:40:11.029,Geen Motorstroom,,17/Apr/19 08:10:42.136,Wel Berijding
,,,17/Apr/19 18:29:48.393,Links in controle,,17/Apr/19 17:42:15.849,Motorstroom Actief,,17/Apr/19 08:10:59.685,Geen Berijding
,,,17/Apr/19 18:32:24.292,Uit controle,,17/Apr/19 17:42:17.189,Geen Motorstroom,,17/Apr/19 08:14:36.435,Wel Berijding
,,,17/Apr/19 18:32:25.542,Rechts in controle,,17/Apr/19 17:45:50.078,Motorstroom Actief,,17/Apr/19 08:14:52.284,Geen Berijding
,,,17/Apr/19 18:36:42.592,Uit controle,,17/Apr/19 17:45:51.418,Geen Motorstroom,,17/Apr/19 08:16:31.885,Wel Berijding
,,,17/Apr/19 18:36:43.841,Links in controle,,17/Apr/19 17:49:21.328,Motorstroom Actief,,17/Apr/19 08:17:03.034,Geen Berijding
,,,17/Apr/19 18:40:26.841,Uit controle,,17/Apr/19 17:49:22.668,Geen Motorstroom,,17/Apr/19 08:18:26.537,Wel Berijding
,,,17/Apr/19 18:40:28.091,Rechts in controle,,17/Apr/19 17:58:17.907,Motorstroom Actief,,17/Apr/19 08:18:48.234,Geen Berijding
,,,17/Apr/19 18:44:36.100,Uit controle,,17/Apr/19 17:58:19.247,Geen Motorstroom,,17/Apr/19 08:21:54.385,Wel Berijding
,,,17/Apr/19 18:44:37.400,Links in controle,,17/Apr/19 18:00:52.095,Motorstroom Actief,,17/Apr/19 08:22:32.685,Geen Berijding
,,,17/Apr/19 18:49:04.400,Uit controle,,17/Apr/19 18:00:53.445,Geen Motorstroom,,17/Apr/19 08:28:32.546,Wel Berijding
,,,17/Apr/19 18:49:05.649,Rechts in controle,,17/Apr/19 18:03:34.265,Motorstroom Actief,,17/Apr/19 08:28:48.346,Geen Berijding
,,,17/Apr/19 18:56:07.898,Uit controle,,17/Apr/19 18:03:35.605,Geen Motorstroom,,17/Apr/19 08:30:33.546,Wel Berijding
,,,17/Apr/19 18:56:09.148,Links in controle,,17/Apr/19 18:05:45.414,Motorstroom Actief,,17/Apr/19 08:31:01.197,Geen Berijding
,,,17/Apr/19 18:59:09.058,Uit controle,,17/Apr/19 18:05:46.754,Geen Motorstroom,,17/Apr/19 08:34:47.397,Wel Berijding
,,,17/Apr/19 18:59:10.308,Rechts in controle,,17/Apr/19 18:11:58.814,Motorstroom Actief,,17/Apr/19 08:35:07.695,Geen Berijding
,,,17/Apr/19 19:02:42.308,Uit controle,,17/Apr/19 18:12:00.164,Geen Motorstroom,,17/Apr/19 08:38:27.146,Wel Berijding
,,,17/Apr/19 19:02:43.607,Links in controle,,17/Apr/19 18:16:22.138,Motorstroom Actief,,17/Apr/19 08:39:25.246,Geen Berijding
,,,17/Apr/19 19:05:41.507,Uit controle,,17/Apr/19 18:16:23.478,Geen Motorstroom,,17/Apr/19 08:42:06.657,Wel Berijding
,,,17/Apr/19 19:05:42.757,Rechts in controle,,17/Apr/19 18:18:41.278,Motorstroom Actief,,17/Apr/19 08:42:19.057,Geen Berijding
,,,17/Apr/19 20:48:36.368,Uit controle,,17/Apr/19 18:18:42.618,Geen Motorstroom,,17/Apr/19 08:44:11.806,Wel Berijding
,,,17/Apr/19 20:48:37.669,Links in controle,,17/Apr/19 18:22:35.538,Motorstroom Actief,,17/Apr/19 08:44:34.458,Geen Berijding
,,,17/Apr/19 20:56:01.868,Uit controle,,17/Apr/19 18:22:36.878,Geen Motorstroom,,17/Apr/19 08:46:05.008,Wel Berijding
,,,17/Apr/19 20:56:03.118,Rechts in controle,,17/Apr/19 18:26:22.787,Motorstroom Actief,,17/Apr/19 08:46:28.357,Geen Berijding
,,,17/Apr/19 21:00:55.177,Uit controle,,17/Apr/19 18:26:24.127,Geen Motorstroom,,17/Apr/19 08:51:11.507,Wel Berijding
,,,17/Apr/19 21:00:56.477,Links in controle,,17/Apr/19 18:29:47.025,Motorstroom Actief,,17/Apr/19 08:51:42.507,Geen Berijding
,,,17/Apr/19 21:05:14.476,Uit controle,,17/Apr/19 18:29:48.365,Geen Motorstroom,,17/Apr/19 08:58:04.069,Wel Berijding
,,,17/Apr/19 21:05:15.726,Rechts in controle,,17/Apr/19 18:32:24.195,Motorstroom Actief,,17/Apr/19 08:58:17.866,Geen Berijding
,,,17/Apr/19 21:07:56.676,Uit controle,,17/Apr/19 18:32:25.525,Geen Motorstroom,,17/Apr/19 09:01:01.567,Wel Berijding
,,,17/Apr/19 21:07:57.926,Links in controle,,17/Apr/19 18:36:42.484,Motorstroom Actief,,17/Apr/19 09:01:34.616,Geen Berijding
,,,17/Apr/19 21:10:23.825,Uit controle,,17/Apr/19 18:36:43.814,Geen Motorstroom,,17/Apr/19 09:05:11.817,Wel Berijding
,,,17/Apr/19 21:10:25.075,Rechts in controle,,17/Apr/19 18:40:26.723,Motorstroom Actief,,17/Apr/19 09:05:37.167,Geen Berijding
,,,17/Apr/19 21:14:11.075,Uit controle,,17/Apr/19 18:40:28.053,Geen Motorstroom,,17/Apr/19 09:10:27.225,Wel Berijding
,,,17/Apr/19 21:14:12.375,Links in controle,,17/Apr/19 18:44:36.013,Motorstroom Actief,,17/Apr/19 09:10:50.676,Geen Berijding
,,,17/Apr/19 21:16:38.235,Uit controle,,17/Apr/19 18:44:37.343,Geen Motorstroom,,17/Apr/19 09:12:46.226,Wel Berijding
,,,17/Apr/19 21:16:39.485,Rechts in controle,,17/Apr/19 18:49:04.292,Motorstroom Actief,,17/Apr/19 09:13:08.475,Geen Berijding
,,,17/Apr/19 21:26:12.883,Uit controle,,17/Apr/19 18:49:05.632,Geen Motorstroom,,17/Apr/19 09:15:22.863,Wel Berijding
,,,17/Apr/19 21:26:14.184,Links in controle,,17/Apr/19 18:56:07.781,Motorstroom Actief,,17/Apr/19 09:19:28.928,Geen Berijding
,,,17/Apr/19 21:29:20.083,Uit controle,,17/Apr/19 18:56:09.121,Geen Motorstroom,,17/Apr/19 09:19:30.462,Wel Berijding
,,,17/Apr/19 21:29:21.333,Rechts in controle,,17/Apr/19 18:59:08.970,Motorstroom Actief,,17/Apr/19 09:19:41.162,Geen Berijding
,,,17/Apr/19 21:32:16.295,Uit controle,,17/Apr/19 18:59:10.300,Geen Motorstroom,,17/Apr/19 09:21:20.677,Wel Berijding
,,,17/Apr/19 21:32:17.595,Links in controle,,17/Apr/19 19:02:42.220,Motorstroom Actief,,17/Apr/19 09:21:43.975,Geen Berijding
,,,17/Apr/19 21:35:21.495,Uit controle,,17/Apr/19 19:02:43.560,Geen Motorstroom,,17/Apr/19 09:22:04.112,Wel Berijding
,,,17/Apr/19 21:35:22.745,Rechts in controle,,17/Apr/19 19:05:41.409,Motorstroom Actief,,17/Apr/19 09:22:32.812,Geen Berijding
,,,17/Apr/19 21:40:07.794,Uit controle,,17/Apr/19 19:05:42.739,Geen Motorstroom,,17/Apr/19 09:28:17.187,Wel Berijding
,,,17/Apr/19 21:40:09.094,Links in controle,,17/Apr/19 20:48:36.281,Motorstroom Actief,,17/Apr/19 09:28:25.672,Geen Berijding
,,,17/Apr/19 21:43:40.043,Uit controle,,17/Apr/19 20:48:37.621,Geen Motorstroom,,17/Apr/19 09:30:36.738,Wel Berijding
,,,17/Apr/19 21:43:41.293,Rechts in controle,,17/Apr/19 20:56:01.760,Motorstroom Actief,,17/Apr/19 09:30:55.787,Geen Berijding
,,,17/Apr/19 21:46:17.204,Uit controle,,17/Apr/19 20:56:03.090,Geen Motorstroom,,17/Apr/19 09:34:25.488,Wel Berijding
,,,17/Apr/19 21:46:18.503,Links in controle,,17/Apr/19 21:00:55.099,Motorstroom Actief,,17/Apr/19 09:34:58.988,Geen Berijding
,,,17/Apr/19 21:49:04.403,Uit controle,,17/Apr/19 21:00:56.439,Geen Motorstroom,,17/Apr/19 09:38:33.788,Wel Berijding
,,,17/Apr/19 21:49:05.653,Rechts in controle,,17/Apr/19 21:05:14.369,Motorstroom Actief,,17/Apr/19 09:38:43.437,Geen Berijding
,,,17/Apr/19 21:52:06.603,Uit controle,,17/Apr/19 21:05:15.709,Geen Motorstroom,,17/Apr/19 09:40:41.271,Wel Berijding
,,,17/Apr/19 21:52:07.903,Links in controle,,17/Apr/19 21:07:56.568,Motorstroom Actief,,17/Apr/19 09:41:04.420,Geen Berijding
,,,17/Apr/19 21:56:44.902,Uit controle,,17/Apr/19 21:07:57.918,Geen Motorstroom,,17/Apr/19 09:41:33.049,Wel Berijding
,,,17/Apr/19 21:56:46.152,Rechts in controle,,17/Apr/19 21:10:23.718,Motorstroom Actief,,17/Apr/19 09:42:04.599,Geen Berijding
,,,17/Apr/19 21:59:13.052,Uit controle,,17/Apr/19 21:10:25.048,Geen Motorstroom,,17/Apr/19 09:43:07.182,Wel Berijding
,,,17/Apr/19 21:59:14.352,Links in controle,,17/Apr/19 21:14:10.978,Motorstroom Actief,,17/Apr/19 09:43:27.731,Geen Berijding
,,,17/Apr/19 22:02:40.312,Uit controle,,17/Apr/19 21:14:12.328,Geen Motorstroom,,17/Apr/19 09:45:47.982,Wel Berijding
,,,17/Apr/19 22:02:41.562,Rechts in controle,,17/Apr/19 21:16:38.147,Motorstroom Actief,,17/Apr/19 09:46:08.881,Geen Berijding
,,,17/Apr/19 22:05:51.511,Uit controle,,17/Apr/19 21:16:39.477,Geen Motorstroom,,17/Apr/19 09:46:55.348,Wel Berijding
,,,17/Apr/19 22:05:52.812,Links in controle,,17/Apr/19 21:26:12.786,Motorstroom Actief,,17/Apr/19 09:47:26.498,Geen Berijding
,,,17/Apr/19 22:10:00.811,Uit controle,,17/Apr/19 21:26:14.136,Geen Motorstroom,,17/Apr/19 09:49:09.282,Wel Berijding
,,,17/Apr/19 22:10:02.061,Rechts in controle,,17/Apr/19 21:29:19.976,Motorstroom Actief,,17/Apr/19 09:49:26.982,Geen Berijding
,,,17/Apr/19 22:14:29.110,Uit controle,,17/Apr/19 21:29:21.306,Geen Motorstroom,,17/Apr/19 09:50:56.831,Wel Berijding
,,,17/Apr/19 22:14:30.361,Links in controle,,17/Apr/19 21:32:16.187,Motorstroom Actief,,17/Apr/19 09:51:24.331,Geen Berijding
,,,17/Apr/19 22:17:01.269,Uit controle,,17/Apr/19 21:32:17.537,Geen Motorstroom,,17/Apr/19 09:58:01.308,Wel Berijding
,,,17/Apr/19 22:17:02.519,Rechts in controle,,17/Apr/19 21:35:21.377,Motorstroom Actief,,17/Apr/19 09:58:26.809,Geen Berijding
,,,17/Apr/19 22:20:08.469,Uit controle,,17/Apr/19 21:35:22.727,Geen Motorstroom,,17/Apr/19 10:00:33.659,Wel Berijding
,,,17/Apr/19 22:20:09.769,Links in controle,,17/Apr/19 21:40:07.706,Motorstroom Actief,,17/Apr/19 10:00:53.108,Geen Berijding
,,,17/Apr/19 22:23:43.718,Uit controle,,17/Apr/19 21:40:09.066,Geen Motorstroom,,17/Apr/19 10:04:12.342,Wel Berijding
,,,17/Apr/19 22:23:44.968,Rechts in controle,,17/Apr/19 21:43:39.936,Motorstroom Actief,,17/Apr/19 10:04:38.243,Geen Berijding
,,,17/Apr/19 22:26:22.868,Uit controle,,17/Apr/19 21:43:41.286,Geen Motorstroom,,17/Apr/19 10:05:06.258,Wel Berijding
,,,17/Apr/19 22:26:24.168,Links in controle,,17/Apr/19 21:46:17.126,Motorstroom Actief,,17/Apr/19 10:05:38.609,Geen Berijding
,,,17/Apr/19 22:29:20.067,Uit controle,,17/Apr/19 21:46:18.476,Geen Motorstroom,,17/Apr/19 10:08:52.792,Wel Berijding
,,,17/Apr/19 22:29:21.317,Rechts in controle,,17/Apr/19 21:49:04.296,Motorstroom Actief,,17/Apr/19 10:09:03.942,Geen Berijding
,,,17/Apr/19 22:32:31.279,Uit controle,,17/Apr/19 21:49:05.636,Geen Motorstroom,,17/Apr/19 10:11:19.921,Wel Berijding
,,,17/Apr/19 22:32:32.579,Links in controle,,17/Apr/19 21:52:06.505,Motorstroom Actief,,17/Apr/19 10:11:31.769,Geen Berijding
,,,17/Apr/19 22:35:27.478,Uit controle,,17/Apr/19 21:52:07.855,Geen Motorstroom,,17/Apr/19 10:12:11.003,Wel Berijding
,,,17/Apr/19 22:35:28.778,Rechts in controle,,17/Apr/19 21:56:44.805,Motorstroom Actief,,17/Apr/19 10:12:33.552,Geen Berijding
,,,17/Apr/19 22:42:43.977,Uit controle,,17/Apr/19 21:56:46.145,Geen Motorstroom,,17/Apr/19 10:13:10.470,Wel Berijding
,,,17/Apr/19 22:42:45.277,Links in controle,,17/Apr/19 21:59:12.984,Motorstroom Actief,,17/Apr/19 10:13:27.370,Geen Berijding
,,,17/Apr/19 22:48:22.337,Uit controle,,17/Apr/19 21:59:14.324,Geen Motorstroom,,17/Apr/19 10:15:35.020,Wel Berijding
,,,17/Apr/19 22:48:23.637,Rechts in controle,,17/Apr/19 22:02:40.215,Motorstroom Actief,,17/Apr/19 10:15:50.870,Geen Berijding
,,,17/Apr/19 22:56:53.936,Uit controle,,17/Apr/19 22:02:41.545,Geen Motorstroom,,17/Apr/19 10:16:44.603,Wel Berijding
,,,17/Apr/19 22:56:55.236,Links in controle,,17/Apr/19 22:05:51.424,Motorstroom Actief,,17/Apr/19 10:16:59.002,Geen Berijding
,,,17/Apr/19 22:59:06.036,Uit controle,,17/Apr/19 22:05:52.774,Geen Motorstroom,,17/Apr/19 10:27:45.315,Wel Berijding
,,,17/Apr/19 22:59:07.336,Rechts in controle,,17/Apr/19 22:10:00.694,Motorstroom Actief,,17/Apr/19 10:28:02.573,Geen Berijding
,,,17/Apr/19 23:02:42.295,Uit controle,,17/Apr/19 22:10:02.034,Geen Motorstroom,,17/Apr/19 10:28:44.279,Wel Berijding
,,,17/Apr/19 23:02:43.595,Links in controle,,17/Apr/19 22:14:29.003,Motorstroom Actief,,17/Apr/19 10:29:03.679,Geen Berijding
,,,17/Apr/19 23:05:23.494,Uit controle,,17/Apr/19 22:14:30.343,Geen Motorstroom,,17/Apr/19 10:30:39.914,Wel Berijding
,,,17/Apr/19 23:05:24.744,Rechts in controle,,17/Apr/19 22:17:01.172,Motorstroom Actief,,17/Apr/19 10:31:00.264,Geen Berijding
,,,17/Apr/19 23:10:56.844,Uit controle,,17/Apr/19 22:17:02.492,Geen Motorstroom,,17/Apr/19 10:33:25.165,Wel Berijding
,,,17/Apr/19 23:10:58.144,Links in controle,,17/Apr/19 22:20:08.381,Motorstroom Actief,,17/Apr/19 10:33:51.264,Geen Berijding
,,,17/Apr/19 23:19:19.405,Uit controle,,17/Apr/19 22:20:09.721,Geen Motorstroom,,17/Apr/19 10:35:59.365,Wel Berijding
,,,17/Apr/19 23:19:20.656,Rechts in controle,,17/Apr/19 22:23:43.601,Motorstroom Actief,,17/Apr/19 10:36:22.265,Geen Berijding
,,,17/Apr/19 23:22:17.605,Uit controle,,17/Apr/19 22:23:44.941,Geen Motorstroom,,17/Apr/19 10:37:26.830,Wel Berijding
,,,17/Apr/19 23:22:18.905,Links in controle,,17/Apr/19 22:26:22.800,Motorstroom Actief,,17/Apr/19 10:37:42.579,Geen Berijding
,,,17/Apr/19 23:26:20.855,Uit controle,,17/Apr/19 22:26:24.150,Geen Motorstroom,,17/Apr/19 10:38:33.972,Wel Berijding
,,,17/Apr/19 23:26:22.155,Rechts in controle,,17/Apr/19 22:29:19.980,Motorstroom Actief,,17/Apr/19 10:38:53.016,Geen Berijding
,,,17/Apr/19 23:29:13.054,Uit controle,,17/Apr/19 22:29:21.310,Geen Motorstroom,,17/Apr/19 10:42:09.474,Wel Berijding
,,,17/Apr/19 23:29:14.354,Links in controle,,17/Apr/19 22:32:31.211,Motorstroom Actief,,17/Apr/19 10:42:19.623,Geen Berijding
,,,17/Apr/19 23:40:03.763,Uit controle,,17/Apr/19 22:32:32.561,Geen Motorstroom,,17/Apr/19 10:46:08.389,Wel Berijding
,,,17/Apr/19 23:40:05.063,Rechts in controle,,17/Apr/19 22:35:27.391,Motorstroom Actief,,17/Apr/19 10:46:27.040,Geen Berijding
,,,17/Apr/19 23:53:29.721,Uit controle,,17/Apr/19 22:35:28.741,Geen Motorstroom,,17/Apr/19 10:47:17.723,Wel Berijding
,,,17/Apr/19 23:53:31.021,Links in controle,,17/Apr/19 22:42:43.890,Motorstroom Actief,,17/Apr/19 10:47:33.823,Geen Berijding
,,,17/Apr/19 23:59:16.070,Uit controle,,17/Apr/19 22:42:45.240,Geen Motorstroom,,17/Apr/19 10:48:09.289,Wel Berijding
,,,17/Apr/19 23:59:17.320,Rechts in controle,,17/Apr/19 22:48:22.250,Motorstroom Actief,,17/Apr/19 10:48:22.289,Geen Berijding
,,,18/Apr/19 00:03:17.379,Uit controle,,17/Apr/19 22:48:23.590,Geen Motorstroom,,17/Apr/19 10:50:41.789,Wel Berijding
,,,18/Apr/19 00:03:18.629,Links in controle,,17/Apr/19 22:56:53.829,Motorstroom Actief,,17/Apr/19 10:51:12.490,Geen Berijding
,,,18/Apr/19 00:05:56.529,Uit controle,,17/Apr/19 22:56:55.179,Geen Motorstroom,,17/Apr/19 10:53:53.924,Wel Berijding
,,,18/Apr/19 00:05:57.779,Rechts in controle,,17/Apr/19 22:59:05.968,Motorstroom Actief,,17/Apr/19 10:54:37.523,Geen Berijding
,,,18/Apr/19 00:33:38.398,Uit controle,,17/Apr/19 22:59:07.298,Geen Motorstroom,,17/Apr/19 10:58:26.685,Wel Berijding
,,,18/Apr/19 00:33:39.698,Links in controle,,17/Apr/19 23:02:42.217,Motorstroom Actief,,17/Apr/19 10:58:45.935,Geen Berijding
,,,18/Apr/19 02:04:03.398,Uit controle,,17/Apr/19 23:02:43.567,Geen Motorstroom,,17/Apr/19 10:58:50.249,Wel Berijding
,,,18/Apr/19 02:04:04.648,Rechts in controle,,17/Apr/19 23:05:23.387,Motorstroom Actief,,17/Apr/19 11:00:00.035,Geen Berijding
,,,18/Apr/19 03:57:10.959,Uit controle,,17/Apr/19 23:05:24.727,Geen Motorstroom,,17/Apr/19 11:00:51.385,Wel Berijding
,,,18/Apr/19 03:57:12.258,Links in controle,,17/Apr/19 23:10:56.766,Motorstroom Actief,,17/Apr/19 11:01:06.235,Geen Berijding
,,,18/Apr/19 04:02:44.318,Uit controle,,17/Apr/19 23:10:58.106,Geen Motorstroom,,17/Apr/19 11:09:13.535,Wel Berijding
,,,18/Apr/19 04:02:45.568,Rechts in controle,,17/Apr/19 23:19:19.318,Motorstroom Actief,,17/Apr/19 11:09:28.934,Geen Berijding
,,,18/Apr/19 04:47:06.295,Uit controle,,17/Apr/19 23:19:20.658,Geen Motorstroom,,17/Apr/19 11:12:57.347,Wel Berijding
,,,18/Apr/19 04:47:07.594,Links in controle,,17/Apr/19 23:22:17.528,Motorstroom Actief,,17/Apr/19 11:13:07.546,Geen Berijding
,,,18/Apr/19 05:05:44.504,Uit controle,,17/Apr/19 23:22:18.878,Geen Motorstroom,,17/Apr/19 11:15:20.748,Wel Berijding
,,,18/Apr/19 05:05:45.804,Rechts in controle,,17/Apr/19 23:26:20.777,Motorstroom Actief,,17/Apr/19 11:15:38.246,Geen Berijding
,,,18/Apr/19 05:43:51.068,Uit controle,,17/Apr/19 23:26:22.117,Geen Motorstroom,,17/Apr/19 11:18:56.596,Wel Berijding
,,,18/Apr/19 05:43:52.368,Links in controle,,17/Apr/19 23:29:12.987,Motorstroom Actief,,17/Apr/19 11:19:18.546,Geen Berijding
,,,18/Apr/19 06:01:04.177,Uit controle,,17/Apr/19 23:29:14.337,Geen Motorstroom,,17/Apr/19 11:28:03.657,Wel Berijding
,,,18/Apr/19 06:01:05.476,Rechts in controle,,17/Apr/19 23:40:03.696,Motorstroom Actief,,17/Apr/19 11:28:18.256,Geen Berijding
,,,18/Apr/19 06:14:01.086,Uit controle,,17/Apr/19 23:40:05.036,Geen Motorstroom,,17/Apr/19 11:31:56.606,Wel Berijding
,,,18/Apr/19 06:14:02.386,Links in controle,,17/Apr/19 23:53:29.603,Motorstroom Actief,,17/Apr/19 11:32:13.007,Geen Berijding
,,,18/Apr/19 06:26:45.894,Uit controle,,17/Apr/19 23:53:30.963,Geen Motorstroom,,17/Apr/19 11:34:28.557,Wel Berijding
,,,18/Apr/19 06:26:47.195,Rechts in controle,,17/Apr/19 23:59:15.973,Motorstroom Actief,,17/Apr/19 11:34:58.156,Geen Berijding
,,,18/Apr/19 06:29:46.094,Uit controle,,17/Apr/19 23:59:17.323,Geen Motorstroom,,17/Apr/19 11:36:48.457,Wel Berijding
,,,18/Apr/19 06:29:47.444,Links in controle,,18/Apr/19 00:03:17.262,Motorstroom Actief,,17/Apr/19 11:37:04.806,Geen Berijding
,,,18/Apr/19 06:35:15.455,Uit controle,,18/Apr/19 00:03:18.622,Geen Motorstroom,,17/Apr/19 11:42:31.065,Wel Berijding
,,,18/Apr/19 06:35:16.755,Rechts in controle,,18/Apr/19 00:05:56.421,Motorstroom Actief,,17/Apr/19 11:42:49.065,Geen Berijding
,,,18/Apr/19 06:40:03.805,Uit controle,,18/Apr/19 00:05:57.771,Geen Motorstroom,,17/Apr/19 11:45:27.916,Wel Berijding
,,,18/Apr/19 06:40:05.105,Links in controle,,18/Apr/19 00:33:38.280,Motorstroom Actief,,17/Apr/19 11:45:40.616,Geen Berijding
,,,18/Apr/19 06:42:50.004,Uit controle,,18/Apr/19 00:33:39.640,Geen Motorstroom,,17/Apr/19 11:49:58.965,Wel Berijding
,,,18/Apr/19 06:42:51.254,Rechts in controle,,18/Apr/19 02:04:03.301,Motorstroom Actief,,17/Apr/19 11:50:22.416,Geen Berijding
,,,18/Apr/19 06:49:00.410,Uit controle,,18/Apr/19 02:04:04.641,Geen Motorstroom,,17/Apr/19 11:53:58.165,Wel Berijding
,,,18/Apr/19 06:49:01.711,Links in controle,,18/Apr/19 03:57:10.851,Motorstroom Actief,,17/Apr/19 11:54:19.916,Geen Berijding
,,,18/Apr/19 06:56:11.860,Uit controle,,18/Apr/19 03:57:12.221,Geen Motorstroom,,17/Apr/19 11:58:18.377,Wel Berijding
,,,18/Apr/19 06:56:13.159,Rechts in controle,,18/Apr/19 04:02:44.221,Motorstroom Actief,,17/Apr/19 11:58:46.126,Geen Berijding
,,,18/Apr/19 06:59:24.109,Uit controle,,18/Apr/19 04:02:45.551,Geen Motorstroom,,17/Apr/19 12:01:51.527,Wel Berijding
,,,18/Apr/19 06:59:25.409,Links in controle,,18/Apr/19 04:47:06.187,Motorstroom Actief,,17/Apr/19 12:02:11.876,Geen Berijding
,,,18/Apr/19 07:05:59.521,Uit controle,,18/Apr/19 04:47:07.557,Geen Motorstroom,,17/Apr/19 12:04:45.327,Wel Berijding
,,,18/Apr/19 07:06:00.771,Rechts in controle,,18/Apr/19 05:05:44.417,Motorstroom Actief,,17/Apr/19 12:05:11.580,Geen Berijding
,,,18/Apr/19 07:10:10.821,Uit controle,,18/Apr/19 05:05:45.757,Geen Motorstroom,,17/Apr/19 12:07:12.927,Wel Berijding
,,,18/Apr/19 07:10:12.121,Links in controle,,18/Apr/19 05:43:50.961,Motorstroom Actief,,17/Apr/19 12:07:24.927,Geen Berijding
,,,18/Apr/19 07:13:30.020,Uit controle,,18/Apr/19 05:43:52.331,Geen Motorstroom,,17/Apr/19 12:13:44.786,Wel Berijding
,,,18/Apr/19 07:13:31.270,Rechts in controle,,18/Apr/19 06:01:04.099,Motorstroom Actief,,17/Apr/19 12:14:07.986,Geen Berijding
,,,18/Apr/19 07:18:11.330,Uit controle,,18/Apr/19 06:01:05.449,Geen Motorstroom,,17/Apr/19 14:15:25.737,Wel Berijding
,,,18/Apr/19 07:18:12.630,Links in controle,,18/Apr/19 06:14:00.978,Motorstroom Actief,,17/Apr/19 14:15:41.937,Geen Berijding
,,,18/Apr/19 07:26:34.879,Uit controle,,18/Apr/19 06:14:02.358,Geen Motorstroom,,17/Apr/19 14:21:27.136,Wel Berijding
,,,18/Apr/19 07:26:36.179,Rechts in controle,,18/Apr/19 06:26:45.817,Motorstroom Actief,,17/Apr/19 14:21:57.938,Geen Berijding
,,,18/Apr/19 07:28:52.078,Uit controle,,18/Apr/19 06:26:47.167,Geen Motorstroom,,17/Apr/19 14:24:25.436,Wel Berijding
,,,18/Apr/19 07:28:53.378,Links in controle,,18/Apr/19 06:29:46.027,Motorstroom Actief,,17/Apr/19 14:24:49.687,Geen Berijding
,,,18/Apr/19 07:32:39.278,Uit controle,,18/Apr/19 06:29:47.397,Geen Motorstroom,,17/Apr/19 14:27:43.898,Wel Berijding
,,,18/Apr/19 07:32:40.578,Rechts in controle,,18/Apr/19 06:35:15.378,Motorstroom Actief,,17/Apr/19 14:28:00.849,Geen Berijding
,,,18/Apr/19 07:35:11.488,Uit controle,,18/Apr/19 06:35:16.728,Geen Motorstroom,,17/Apr/19 14:30:58.148,Wel Berijding
,,,18/Apr/19 07:35:12.787,Links in controle,,18/Apr/19 06:40:03.717,Motorstroom Actief,,17/Apr/19 14:31:17.049,Geen Berijding
,,,18/Apr/19 07:40:19.786,Uit controle,,18/Apr/19 06:40:05.087,Geen Motorstroom,,17/Apr/19 14:35:36.449,Wel Berijding
,,,18/Apr/19 07:40:21.086,Rechts in controle,,18/Apr/19 06:42:49.886,Motorstroom Actief,,17/Apr/19 14:36:03.548,Geen Berijding
,,,18/Apr/19 07:44:51.136,Uit controle,,18/Apr/19 06:42:51.236,Geen Motorstroom,,17/Apr/19 14:37:33.399,Wel Berijding
